638,241,40,64
632,240,40,64
616,239,40,64
605,238,40,64
599,242,40,64
588,236,40,64
582,235,40,64
571,234,40,64
565,238,40,64
544,237,40,64
538,236,40,64
532,240,40,64
511,239,40,64
505,238,40,64
494,232,40,64
488,236,40,64
467,235,40,64
461,234,40,64
455,233,40,64
439,237,40,64
433,231,40,64
427,235,40,64
421,239,40,64
409,247,40,64
407,245,40,64
406,239,40,64
405,243,40,64
399,237,40,64
398,241,40,64
397,235,40,64
401,234,40,64
405,233,40,64
404,232,40,64
403,231,40,64
387,220,40,64
391,219,40,64
395,218,40,64
394,217,40,64
393,216,40,64
397,215,40,64
401,219,40,64
404,217,40,64
403,211,40,64
402,210,40,64
405,213,40,64
403,211,40,64
435,183,40,64
434,182,40,64
433,181,40,64
427,175,40,64
421,169,40,64
420,173,40,64
418,171,40,64
396,199,40,64
395,208,40,64
394,212,40,64
393,211,40,64
392,210,40,64
391,209,40,64
390,203,40,64
389,202,40,64
388,206,40,64
392,205,40,64
396,204,40,64
395,203,40,64
394,202,40,64
393,201,40,64
392,200,40,64
391,199,40,64
395,198,40,64
394,197,40,64
393,196,40,64
392,195,40,64
391,189,40,64
395,198,40,64
394,197,40,64
393,201,40,64
392,195,40,64
391,194,40,64
395,203,40,64
394,202,40,64
393,201,40,64
392,200,40,64
391,199,40,64
395,203,40,64
394,202,40,64
393,201,40,64
392,200,40,64
396,204,40,64
395,203,40,64
399,212,40,64
398,211,40,64
402,210,40,64
401,209,40,64
400,208,40,64
399,207,40,64
398,201,40,64
397,200,40,64
396,199,40,64
400,198,40,64
399,197,40,64
398,196,40,64
402,200,40,64
401,199,40,64
380,203,40,64
389,202,40,64
393,206,40,64
402,200,40,64
401,199,40,64
400,198,40,64
399,197,40,64
398,196,40,64
402,200,40,64
401,199,40,64
400,198,40,64
399,197,40,64
398,201,40,64
402,200,40,64
401,199,40,64
400,198,40,64
399,197,40,64
398,201,40,64
402,200,40,64
401,199,40,64
400,198,40,64
399,197,40,64
398,196,40,64
397,195,40,64
401,199,40,64
400,198,40,64
399,202,40,64
398,201,40,64
402,200,40,64
401,199,40,64
400,198,40,64
399,197,40,64
398,206,40,64
402,205,40,64
401,204,40,64
400,203,40,64
399,202,40,64
398,206,40,64
397,205,40,64
401,204,40,64
400,198,40,64
399,197,40,64
