265,220
277,217
284,214
286,211
293,213
295,215
302,212
304,209
316,211
318,208
325,210
337,202
339,204
341,201
343,198
350,195
352,197
354,194
361,196
363,193
365,190
367,187
369,189
371,186
373,188
375,185
372,182
374,184
376,181
378,183
380,180
382,177
384,179
386,181
388,183
390,180
387,182
389,184
386,186
388,183
390,185
387,182
388,183
385,185
387,182
384,184
386,181
388,183
375,180
372,177
369,179
371,181
373,178
385,180
377,177
374,174
376,171
373,178
385,185
382,182
364,179
366,176
373,178
385,180
372,177
374,179
371,181
373,178
370,180
372,177
369,179
371,176
368,178
370,175
372,177
369,179
371,176
368,178
370,180
372,177
369,179
371,176
373,178
375,175
372,172
374,174
376,176
378,178
375,175
377,177
379,174
386,176
383,173
385,175
387,177
384,174
381,176
378,178
375,175
377,172
374,174
376,176
378,173
380,175
377,172
379,174
376,176
373,173
370,175
372,177
369,174
366,176
368,178
370,180
372,182
369,179
371,181
368,178
370,180
372,177
374,179
376,181
378,178
380,180
377,182
379,179
381,181
378,178
375,180
377,182
379,184
376,181
378,183
375,180
377,182
379,179
381,181
383,183
385,185
382,182
384,184
386,181
383,183
380,185
382,182
384,184
386,181
388,193
390,195
387,197
394,204
396,206
398,208
405,215
407,217
419,224
416,226
423,223
430,205
432,207
434,204
436,211
438,208
445,220
447,227
454,229
451,226
458,223
455,225
427,232
424,229
416,226
403,228
405,225
392,217
384,219
376,231
373,228
360,220
352,217
344,219
336,221
328,223
320,205
312,222
304,214
291,206
288,203
280,205
277,212
264,209
261,211
258,208
245,205
242,197
234,194
226,196
223,198
220,200
207,192
