533,456
526,459
524,457
517,455
515,458
513,456
511,459
514,457
512,455
510,458
508,456
506,454
504,457
507,455
510,458
518,456
521,454
524,452
522,450
520,453
523,451
536,449
544,452
557,450
570,453
583,451
601,449
619,452
637,450
655,453
668,451
686,454
709,452
727,450
740,448
753,446
771,444
784,442
792,440
795,438
798,431
801,434
809,427
812,425
810,423
808,416
806,414
804,412
807,410
805,408
803,401
806,399
809,392
812,390
810,388
813,386
816,384
814,382
807,380
805,373
803,371
791,364
789,362
792,365
790,358
788,361
786,354
784,352
787,355
785,353
788,351
791,344
789,347
792,345
790,343
788,346
786,344
789,347
792,345
790,348
793,346
791,344
789,347
792,345
790,348
793,346
791,344
789,347
792,345
790,348
793,346
791,344
789,347
792,345
790,348
793,346
791,344
789,347
792,345
790,343
788,346
786,344
789,342
787,345
785,343
788,341
786,339
789,342
792,340
790,338
788,341
786,339
784,342
777,340
775,338
768,336
766,339
764,337
767,340
765,338
768,336
766,339
764,337
767,340
770,338
768,336
766,339
764,337
762,340
760,338
758,336
756,334
754,332
752,335
745,328
743,331
741,329
744,327
742,325
740,323
738,321
741,319
744,317
742,315
740,313
743,311
746,304
744,307
742,305
740,303
743,301
751,299
749,297
747,295
745,293
743,291
741,289
739,292
729,287
722,290
707,290
700,288
688,286
678,286
651,284
654,282
652,280
645,283
648,281
651,279
644,272
647,275
650,273
648,271
646,269
644,267
642,270
645,268
643,266
641,264
644,262
647,265
645,263
648,261
646,259
649,257
647,255
645,258
643,256
636,254
634,252
632,250
630,253
623,251
616,249
609,252
599,252
592,250
585,253
578,251
571,254
569,257
562,270
565,273
568,271
