494,155
496,157
493,159
490,161
487,163
484,165
476,162
473,164
470,166
462,168
464,170
461,167
453,169
446,172
440,171
435,171
432,178
424,175
417,178
410,181
365,201
367,203
369,195
386,177
363,194
365,196
367,193
389,180
391,182
368,189
375,191
382,188
384,190
386,187
388,189
395,186
392,188
394,185
396,182
393,184
370,176
372,178
374,175
371,177
373,174
375,176
397,183
369,175
366,177
368,179
365,181
367,178
364,180
366,182
368,179
370,181
372,178
374,170
371,182
368,179
375,186
372,188
374,185
371,182
373,189
370,186
367,183
369,185
371,182
373,184
370,181
372,183
374,185
371,182
368,184
365,181
367,183
364,180
366,182
363,184
365,181
367,183
369,180
371,182
368,179
370,181
372,178
374,180
376,182
378,179
375,181
382,178
384,180
386,177
383,179
385,181
382,178
379,180
371,177
368,179
370,176
372,178
369,180
376,177
373,174
380,176
372,178
369,175
371,177
363,179
365,176
367,178
364,180
361,182
363,184
370,181
367,183
364,180
366,182
368,179
370,181
372,183
374,180
371,182
373,179
375,181
377,183
379,180
381,182
373,179
375,181
377,183
374,185
376,187
378,184
375,186
377,183
379,185
381,187
383,184
380,186
382,188
379,190
381,187
378,189
380,186
382,188
384,190
386,197
388,199
390,196
392,203
394,205
397,208
394,210
391,187
374,200
366,202
363,209
345,201
342,203
334,200
331,202
323,199
315,196
307,203
304,200
291,197
283,199
280,196
257,198
255,196
257,198
244,190
236,192
233,199
220,191
212,188
209,190
201,192
193,189
190,191
182,188
175,186
172,188
164,190
156,192
143,184
145,186
132,183
129,180
121,182
118,179
115,161
107,178
99,180
96,177
88,174
80,176
77,178
69,180
66,177
63,174
55,171
52,173
44,170
41,172
38,174
30,171
27,153
21,170
16,167
11,169
11,166
6,168
1,165
1,167
1,169
1,167
1,171
1,175
21,171
76,183
68,180
60,177
57,179
54,176
51,173
43,175
40,177
42,179
34,181
31,173
38,175
30,172
32,174
34,171
31,173
28,170
31,162
33,174
30,171
32,173
29,165
31,172
33,174
35,171
32,173
29,170
31,172
33,174
30,171
32,173
34,175
31,172
33,174
30,171
27,168
31,175
33,172
30,169
32,171
34,173
31,170
28,172
31,169
28,171
26,173
26,170
26,172
26,174
26,176
21,178
16,170
21,177
11,169
11,196
6,173
1,175
1,172
1,174
1,176
1,169
21,168
21,168
21,165
21,162
21,169
21,161
21,163
21,160
21,162
21,164
21,161
21,163
21,165
21,162
21,169
21,161
26,168
26,170
21,162
21,164
21,166
26,168
21,165
21,162
21,169
26,166
21,168
21,165
21,167
21,169
21,166
21,168
26,170
21,167
21,169
21,166
26,168
16,170
26,167
21,169
26,166
21,168
1,165
26,167
1,169
21,166
21,168
6,170
21,162
1,164
21,161
21,163
21,160
21,162
1,164
21,161
1,163
21,170
21,162
1,164
1,161
1,163
1,165
1,167
1,164
21,161
1,163
1,165
21,162
11,169
1,166
21,163
1,165
16,162
1,164
1,166
1,163
1,165
21,162
1,164
16,161
1,163
1,165
21,162
1,164
21,161
21,163
1,165
21,162
1,164
1,166
1,163
6,165
16,162
6,164
21,161
21,163
1,165
21,162
6,164
1,166
1,168
1,165
1,167
6,164
1,166
1,163
1,165
21,162
6,164
21,161
1,163
1,165
21,162
6,164
21,161
11,168
1,165
1,167
1,164
1,166
1,168
1,165
1,162
1,164
6,166
1,168
1,165
1,167
1,169
1,166
1,168
1,165
1,162
1,169
6,161
1,168
1,165
6,162
1,164
1,161
6,168
1,165
1,162
1,169
1,166
1,163
1,165
1,167
1,169
1,166
1,168
1,170
1,167
1,169
1,166
1,163
1,165
6,162
1,164
1,161
1,168
11,160
1,162
1,164
1,166
1,168
1,170
16,162
1,169
1,161
1,168
1,165
1,167
1,164
1,166
1,163
1,165
1,167
1,164
1,166
1,163
1,170
6,162
11,169
1,166
1,168
1,165
1,162
1,164
11,161
6,168
1,165
1,167
1,164
1,166
1,168
1,165
26,167
6,169
1,166
26,163
1,165
1,162
1,164
11,161
1,163
1,165
11,162
1,164
1,166
1,163
1,165
1,167
1,169
1,166
11,168
